Date,Employee_ID,Employee_Name,Role,Contract_Type,Scheduled_Start,Scheduled_End,Actual_Clock_In,Actual_Clock_Out,Scheduled_Hours,Max_Allowed_Hours,Overtime_Hours,Status
2023-10-21,E061,Employee_61,Customer Assistant,Part-time,6,10,05:56,09:57,4,6,0,OK
2023-10-21,E066,Employee_66,Customer Assistant,Part-time,10,15,10:02,15:00,5,6,0,OK
2023-10-21,E057,Employee_57,Customer Assistant,Seasonal,8,13,07:58,13:02,5,5,0,OK
2023-10-21,E026,Employee_26,Customer Assistant,Full-time,11,20,10:57,19:58,9,8,1,Overtime
2023-10-21,E068,Employee_68,Security,Part-time,10,16,10:05,16:01,6,6,0,OK
2023-10-21,E069,Employee_69,Manager,Seasonal,14,18,13:56,18:02,4,5,0,OK
2023-10-21,E062,Employee_62,Cashier,Seasonal,6,11,06:03,10:58,5,5,0,OK
2023-10-21,E052,Employee_52,Cashier,Seasonal,13,17,13:04,16:56,4,5,0,OK
2023-10-21,E008,Employee_8,Cashier,Temporary,11,17,10:57,17:04,6,7,0,OK
2023-10-21,E025,Employee_25,Customer Assistant,Seasonal,8,13,07:58,12:58,5,5,0,OK
2023-10-21,E035,Employee_35,Cashier,Temporary,10,16,10:03,15:56,6,7,0,OK
2023-10-21,E030,Employee_30,Manager,Temporary,9,16,09:04,15:56,7,7,0,OK
2023-10-21,E059,Employee_59,Security,Temporary,10,16,09:59,15:57,6,7,0,OK
2023-10-21,E092,Employee_92,Security,Seasonal,10,14,09:56,14:01,4,5,0,OK
2023-10-21,E089,Employee_89,Security,Part-time,13,17,12:55,16:59,4,6,0,OK
2023-10-21,E016,Employee_16,Cashier,Part-time,13,18,13:04,18:04,5,6,0,OK
2023-10-21,E093,Employee_93,Customer Assistant,Temporary,10,17,10:02,16:56,7,7,0,OK
2023-10-22,E100,Employee_100,Customer Assistant,Seasonal,6,10,06:00,10:05,4,5,0,OK
2023-10-22,E015,Employee_15,Security,Part-time,11,17,11:00,16:55,6,6,0,OK
2023-10-22,E095,Employee_95,Manager,Temporary,6,13,05:55,13:04,7,7,0,OK
2023-10-22,E094,Employee_94,Stocker,Full-time,11,20,11:01,20:01,9,8,1,Overtime
2023-10-22,E009,Employee_9,Customer Assistant,Seasonal,12,16,12:01,15:56,4,5,0,OK
2023-10-22,E033,Employee_33,Stocker,Temporary,9,16,09:00,15:57,7,7,0,OK
2023-10-22,E020,Employee_20,Customer Assistant,Part-time,10,15,09:55,15:04,5,6,0,OK
2023-10-22,E007,Employee_7,Customer Assistant,Seasonal,8,12,08:03,12:01,4,5,0,OK
2023-10-22,E059,Employee_59,Security,Temporary,12,18,11:57,18:00,6,7,0,OK
2023-10-22,E051,Employee_51,Manager,Temporary,8,15,08:02,14:57,7,7,0,OK
2023-10-22,E019,Employee_19,Manager,Temporary,10,17,10:03,16:58,7,7,0,OK
2023-10-22,E092,Employee_92,Security,Seasonal,14,19,14:01,19:01,5,5,0,OK
2023-10-22,E048,Employee_48,Security,Temporary,9,16,08:58,16:01,7,7,0,OK
2023-10-22,E035,Employee_35,Cashier,Temporary,14,21,14:01,20:57,7,7,0,OK
2023-10-22,E025,Employee_25,Customer Assistant,Seasonal,10,15,10:01,14:55,5,5,0,OK
2023-10-22,E047,Employee_47,Customer Assistant,Full-time,14,23,14:05,22:59,9,8,1,Overtime
2023-10-22,E071,Employee_71,Cashier,Full-time,7,16,06:56,16:04,9,8,1,Overtime
2023-10-22,E046,Employee_46,Cashier,Temporary,6,13,05:57,12:55,7,7,0,OK
2023-10-22,E080,Employee_80,Cashier,Temporary,14,20,14:03,19:59,6,7,0,OK
2023-10-22,E043,Employee_43,Customer Assistant,Full-time,13,21,13:03,21:04,8,8,0,OK
2023-10-22,E052,Employee_52,Cashier,Seasonal,13,17,13:05,16:59,4,5,0,OK
2023-10-22,E078,Employee_78,Manager,Part-time,8,13,07:58,13:03,5,6,0,OK
2023-10-22,E085,Employee_85,Manager,Seasonal,6,11,06:01,10:58,5,5,0,OK
2023-10-22,E069,Employee_69,Manager,Seasonal,10,14,10:02,14:01,4,5,0,OK
2023-10-22,E086,Employee_86,Manager,Seasonal,7,11,06:58,10:57,4,5,0,OK
2023-10-22,E072,Employee_72,Cashier,Seasonal,9,13,08:57,13:04,4,5,0,OK
2023-10-22,E003,Employee_3,Customer Assistant,Seasonal,8,13,08:05,13:05,5,5,0,OK
2023-10-22,E031,Employee_31,Cashier,Temporary,6,12,06:02,12:00,6,7,0,OK
2023-10-22,E088,Employee_88,Manager,Full-time,10,19,09:57,18:57,9,8,1,Overtime
2023-10-22,E039,Employee_39,Manager,Temporary,13,20,12:57,19:59,7,7,0,OK
2023-10-23,E072,Employee_72,Cashier,Seasonal,14,19,14:01,19:02,5,5,0,OK
2023-10-23,E041,Employee_41,Security,Seasonal,14,18,14:04,17:56,4,5,0,OK
2023-10-23,E049,Employee_49,Manager,Seasonal,7,12,06:58,11:58,5,5,0,OK
2023-10-23,E084,Employee_84,Manager,Full-time,14,23,13:55,23:02,9,8,1,Overtime
2023-10-23,E032,Employee_32,Stocker,Full-time,6,14,06:03,13:57,8,8,0,OK
2023-10-23,E007,Employee_7,Customer Assistant,Seasonal,13,17,13:01,16:59,4,5,0,OK
2023-10-23,E034,Employee_34,Security,Part-time,6,10,05:59,09:59,4,6,0,OK
2023-10-23,E051,Employee_51,Manager,Temporary,11,17,11:04,17:04,6,7,0,OK
2023-10-23,E030,Employee_30,Manager,Temporary,11,17,10:58,16:58,6,7,0,OK
2023-10-23,E055,Employee_55,Cashier,Part-time,9,14,08:59,14:01,5,6,0,OK
2023-10-23,E093,Employee_93,Customer Assistant,Temporary,6,13,06:03,13:04,7,7,0,OK
2023-10-23,E076,Employee_76,Security,Full-time,13,21,12:56,21:04,8,8,0,OK
2023-10-23,E095,Employee_95,Manager,Temporary,8,15,08:01,15:02,7,7,0,OK
2023-10-23,E058,Employee_58,Cashier,Part-time,11,16,10:55,15:58,5,6,0,OK
2023-10-23,E010,Employee_10,Manager,Temporary,6,13,06:02,13:04,7,7,0,OK
2023-10-23,E057,Employee_57,Customer Assistant,Seasonal,14,19,14:05,19:00,5,5,0,OK
2023-10-23,E023,Employee_23,Manager,Full-time,10,18,09:59,17:59,8,8,0,OK
2023-10-23,E094,Employee_94,Stocker,Full-time,12,20,11:58,20:01,8,8,0,OK
2023-10-23,E046,Employee_46,Cashier,Temporary,7,14,07:01,13:58,7,7,0,OK
2023-10-23,E068,Employee_68,Security,Part-time,7,12,07:02,11:59,5,6,0,OK
2023-10-23,E060,Employee_60,Customer Assistant,Seasonal,13,18,12:59,18:03,5,5,0,OK
2023-10-23,E029,Employee_29,Manager,Seasonal,7,11,07:04,10:58,4,5,0,OK
2023-10-23,E036,Employee_36,Manager,Seasonal,10,14,10:03,14:01,4,5,0,OK
2023-10-23,E045,Employee_45,Cashier,Full-time,10,19,10:01,19:00,9,8,1,Overtime
2023-10-23,E089,Employee_89,Security,Part-time,7,11,07:03,11:05,4,6,0,OK
2023-10-23,E016,Employee_16,Cashier,Part-time,13,18,12:56,18:05,5,6,0,OK
2023-10-23,E090,Employee_90,Manager,Seasonal,14,19,14:02,19:03,5,5,0,OK
2023-10-23,E088,Employee_88,Manager,Full-time,8,16,08:02,16:00,8,8,0,OK
2023-10-23,E019,Employee_19,Manager,Temporary,10,16,09:57,16:02,6,7,0,OK
2023-10-23,E069,Employee_69,Manager,Seasonal,12,17,11:56,16:59,5,5,0,OK
2023-10-24,E029,Employee_29,Manager,Seasonal,12,16,12:00,15:58,4,5,0,OK
2023-10-24,E045,Employee_45,Cashier,Full-time,7,15,06:57,14:58,8,8,0,OK
2023-10-24,E085,Employee_85,Manager,Seasonal,6,11,06:05,10:55,5,5,0,OK
2023-10-24,E080,Employee_80,Cashier,Temporary,8,15,08:01,15:03,7,7,0,OK
2023-10-24,E028,Employee_28,Cashier,Part-time,13,19,13:03,18:55,6,6,0,OK
2023-10-24,E043,Employee_43,Customer Assistant,Full-time,8,17,07:58,16:59,9,8,1,Overtime
2023-10-24,E007,Employee_7,Customer Assistant,Seasonal,6,11,05:55,10:55,5,5,0,OK
2023-10-24,E023,Employee_23,Manager,Full-time,7,16,07:02,16:05,9,8,1,Overtime
2023-10-24,E030,Employee_30,Manager,Temporary,12,19,12:03,18:56,7,7,0,OK
2023-10-24,E014,Employee_14,Security,Part-time,8,13,08:00,13:02,5,6,0,OK
2023-10-24,E011,Employee_11,Security,Full-time,6,14,05:55,14:04,8,8,0,OK
2023-10-24,E098,Employee_98,Stocker,Seasonal,10,15,10:05,14:58,5,5,0,OK
2023-10-24,E027,Employee_27,Security,Part-time,13,17,13:01,17:01,4,6,0,OK
2023-10-24,E059,Employee_59,Security,Temporary,9,15,08:57,15:05,6,7,0,OK
2023-10-24,E071,Employee_71,Cashier,Full-time,9,17,08:58,16:55,8,8,0,OK
2023-10-24,E013,Employee_13,Customer Assistant,Part-time,9,15,08:55,14:59,6,6,0,OK
2023-10-24,E008,Employee_8,Cashier,Temporary,11,17,10:55,17:05,6,7,0,OK
2023-10-24,E084,Employee_84,Manager,Full-time,14,23,13:57,23:05,9,8,1,Overtime
2023-10-24,E039,Employee_39,Manager,Temporary,13,20,13:04,19:57,7,7,0,OK
2023-10-24,E034,Employee_34,Security,Part-time,11,17,10:58,16:57,6,6,0,OK
2023-10-24,E057,Employee_57,Customer Assistant,Seasonal,14,19,13:56,19:01,5,5,0,OK
2023-10-24,E090,Employee_90,Manager,Seasonal,9,14,09:00,13:58,5,5,0,OK
2023-10-24,E044,Employee_44,Security,Part-time,14,20,14:03,19:57,6,6,0,OK
2023-10-24,E068,Employee_68,Security,Part-time,13,17,12:57,16:58,4,6,0,OK
2023-10-24,E032,Employee_32,Stocker,Full-time,6,14,06:02,13:55,8,8,0,OK
2023-10-24,E038,Employee_38,Security,Full-time,11,19,10:57,18:59,8,8,0,OK
2023-10-24,E081,Employee_81,Customer Assistant,Part-time,14,19,13:58,18:58,5,6,0,OK
2023-10-24,E062,Employee_62,Cashier,Seasonal,11,16,11:00,16:03,5,5,0,OK
2023-10-24,E049,Employee_49,Manager,Seasonal,12,16,11:58,15:55,4,5,0,OK
2023-10-24,E055,Employee_55,Cashier,Part-time,10,15,10:02,15:05,5,6,0,OK
2023-10-25,E043,Employee_43,Customer Assistant,Full-time,10,18,10:02,17:58,8,8,0,OK
2023-10-25,E067,Employee_67,Cashier,Full-time,12,21,12:02,20:58,9,8,1,Overtime
2023-10-25,E030,Employee_30,Manager,Temporary,10,16,09:56,15:59,6,7,0,OK
2023-10-25,E094,Employee_94,Stocker,Full-time,12,20,12:01,20:04,8,8,0,OK
2023-10-25,E088,Employee_88,Manager,Full-time,10,19,09:55,18:59,9,8,1,Overtime
2023-10-25,E032,Employee_32,Stocker,Full-time,7,15,07:05,15:03,8,8,0,OK
2023-10-25,E054,Employee_54,Cashier,Temporary,14,20,13:56,19:55,6,7,0,OK
2023-10-25,E096,Employee_96,Customer Assistant,Part-time,12,18,12:04,17:59,6,6,0,OK
2023-10-25,E011,Employee_11,Security,Full-time,13,21,12:58,21:05,8,8,0,OK
2023-10-25,E040,Employee_40,Manager,Temporary,9,15,09:03,14:57,6,7,0,OK
2023-10-25,E007,Employee_7,Customer Assistant,Seasonal,14,18,13:59,18:03,4,5,0,OK
2023-10-25,E070,Employee_70,Manager,Temporary,11,17,10:59,16:56,6,7,0,OK
2023-10-25,E063,Employee_63,Stocker,Seasonal,13,18,13:04,17:58,5,5,0,OK
2023-10-25,E057,Employee_57,Customer Assistant,Seasonal,9,14,09:02,14:00,5,5,0,OK
2023-10-25,E050,Employee_50,Stocker,Temporary,8,14,07:57,14:04,6,7,0,OK
2023-10-25,E017,Employee_17,Security,Seasonal,12,16,11:57,16:02,4,5,0,OK
2023-10-25,E099,Employee_99,Customer Assistant,Part-time,10,14,09:58,13:57,4,6,0,OK
2023-10-25,E080,Employee_80,Cashier,Temporary,12,19,12:04,18:55,7,7,0,OK
2023-10-25,E018,Employee_18,Stocker,Part-time,7,13,06:56,13:00,6,6,0,OK
2023-10-25,E092,Employee_92,Security,Seasonal,14,18,13:56,17:58,4,5,0,OK
2023-10-25,E086,Employee_86,Manager,Seasonal,8,13,07:58,13:00,5,5,0,OK
2023-10-25,E016,Employee_16,Cashier,Part-time,6,12,06:05,11:57,6,6,0,OK
2023-10-25,E055,Employee_55,Cashier,Part-time,12,18,12:04,18:02,6,6,0,OK
2023-10-25,E098,Employee_98,Stocker,Seasonal,9,13,09:02,12:56,4,5,0,OK
2023-10-25,E089,Employee_89,Security,Part-time,10,16,10:02,15:58,6,6,0,OK
2023-10-25,E079,Employee_79,Cashier,Part-time,12,17,12:05,17:01,5,6,0,OK
2023-10-25,E084,Employee_84,Manager,Full-time,13,21,13:05,21:01,8,8,0,OK
2023-10-25,E049,Employee_49,Manager,Seasonal,6,10,06:01,09:56,4,5,0,OK
2023-10-25,E035,Employee_35,Cashier,Temporary,9,15,08:58,15:05,6,7,0,OK
2023-10-25,E052,Employee_52,Cashier,Seasonal,9,13,09:04,12:59,4,5,0,OK
2023-10-26,E089,Employee_89,Security,Part-time,11,15,11:01,14:56,4,6,0,OK
2023-10-26,E091,Employee_91,Customer Assistant,Seasonal,9,13,08:55,12:56,4,5,0,OK
2023-10-26,E032,Employee_32,Stocker,Full-time,6,14,06:00,13:59,8,8,0,OK
2023-10-26,E100,Employee_100,Customer Assistant,Seasonal,10,14,09:57,14:04,4,5,0,OK
2023-10-26,E064,Employee_64,Cashier,Temporary,10,16,10:03,15:57,6,7,0,OK
2023-10-26,E061,Employee_61,Customer Assistant,Part-time,9,13,08:58,13:03,4,6,0,OK
2023-10-26,E096,Employee_96,Customer Assistant,Part-time,7,11,06:58,11:03,4,6,0,OK
2023-10-26,E063,Employee_63,Stocker,Seasonal,9,13,08:55,12:55,4,5,0,OK
2023-10-26,E072,Employee_72,Cashier,Seasonal,9,14,09:00,13:58,5,5,0,OK
2023-10-26,E087,Employee_87,Manager,Full-time,10,18,09:56,18:00,8,8,0,OK
2023-10-26,E046,Employee_46,Cashier,Temporary,10,17,10:00,17:04,7,7,0,OK
2023-10-26,E022,Employee_22,Cashier,Seasonal,11,15,11:02,15:03,4,5,0,OK
2023-10-26,E041,Employee_41,Security,Seasonal,14,19,14:03,18:59,5,5,0,OK
2023-10-26,E075,Employee_75,Stocker,Full-time,12,21,11:58,21:00,9,8,1,Overtime
2023-10-26,E034,Employee_34,Security,Part-time,7,12,07:01,11:59,5,6,0,OK
2023-10-26,E025,Employee_25,Customer Assistant,Seasonal,11,16,10:55,16:03,5,5,0,OK
2023-10-26,E048,Employee_48,Security,Temporary,14,20,13:59,19:55,6,7,0,OK
2023-10-26,E006,Employee_6,Customer Assistant,Seasonal,10,15,10:01,15:02,5,5,0,OK
2023-10-26,E043,Employee_43,Customer Assistant,Full-time,8,16,08:03,16:03,8,8,0,OK
2023-10-26,E019,Employee_19,Manager,Temporary,7,14,07:04,13:55,7,7,0,OK
2023-10-26,E040,Employee_40,Manager,Temporary,14,20,13:59,20:01,6,7,0,OK
2023-10-26,E093,Employee_93,Customer Assistant,Temporary,10,16,10:02,16:04,6,7,0,OK
2023-10-26,E018,Employee_18,Stocker,Part-time,14,18,14:05,17:59,4,6,0,OK
2023-10-26,E044,Employee_44,Security,Part-time,11,15,10:58,15:00,4,6,0,OK
2023-10-26,E015,Employee_15,Security,Part-time,8,13,08:03,13:05,5,6,0,OK
2023-10-26,E097,Employee_97,Customer Assistant,Part-time,6,11,05:57,11:02,5,6,0,OK
2023-10-26,E001,Employee_1,Cashier,Part-time,14,19,13:55,19:04,5,6,0,OK
2023-10-26,E028,Employee_28,Cashier,Part-time,12,16,12:05,16:00,4,6,0,OK
2023-10-26,E029,Employee_29,Manager,Seasonal,9,14,09:04,14:05,5,5,0,OK
2023-10-26,E005,Employee_5,Stocker,Part-time,9,14,09:05,14:03,5,6,0,OK
2023-10-27,E035,Employee_35,Cashier,Temporary,6,12,06:05,11:55,6,7,0,OK
2023-10-27,E065,Employee_65,Manager,Seasonal,9,14,09:00,13:56,5,5,0,OK
2023-10-27,E068,Employee_68,Security,Part-time,12,17,12:02,16:55,5,6,0,OK
2023-10-27,E042,Employee_42,Cashier,Seasonal,11,16,11:05,16:05,5,5,0,OK
2023-10-27,E076,Employee_76,Security,Full-time,6,14,05:57,13:57,8,8,0,OK
2023-10-27,E084,Employee_84,Manager,Full-time,7,15,07:03,15:03,8,8,0,OK
2023-10-27,E047,Employee_47,Customer Assistant,Full-time,8,16,08:00,16:02,8,8,0,OK
2023-10-27,E041,Employee_41,Security,Seasonal,7,11,06:56,10:58,4,5,0,OK
2023-10-27,E026,Employee_26,Customer Assistant,Full-time,14,22,14:01,21:59,8,8,0,OK
2023-10-27,E017,Employee_17,Security,Seasonal,13,18,13:05,17:58,5,5,0,OK
2023-10-27,E018,Employee_18,Stocker,Part-time,13,19,12:55,18:55,6,6,0,OK
2023-10-27,E032,Employee_32,Stocker,Full-time,10,19,09:59,19:01,9,8,1,Overtime
2023-10-27,E044,Employee_44,Security,Part-time,12,18,12:01,18:05,6,6,0,OK
2023-10-27,E023,Employee_23,Manager,Full-time,11,20,11:04,19:56,9,8,1,Overtime
2023-10-27,E097,Employee_97,Customer Assistant,Part-time,11,16,11:04,16:00,5,6,0,OK
2023-10-27,E083,Employee_83,Customer Assistant,Part-time,12,17,11:59,17:04,5,6,0,OK
2023-10-27,E056,Employee_56,Customer Assistant,Temporary,7,13,06:55,12:56,6,7,0,OK
2023-10-27,E063,Employee_63,Stocker,Seasonal,14,19,13:57,19:01,5,5,0,OK
2023-10-27,E046,Employee_46,Cashier,Temporary,12,18,12:01,18:02,6,7,0,OK
2023-10-27,E090,Employee_90,Manager,Seasonal,11,15,11:01,14:55,4,5,0,OK
2023-10-27,E057,Employee_57,Customer Assistant,Seasonal,8,13,08:04,12:55,5,5,0,OK
2023-10-27,E002,Employee_2,Customer Assistant,Part-time,8,14,07:55,14:02,6,6,0,OK
2023-10-27,E060,Employee_60,Customer Assistant,Seasonal,6,11,06:05,10:57,5,5,0,OK
2023-10-27,E019,Employee_19,Manager,Temporary,10,16,10:01,16:05,6,7,0,OK
2023-10-27,E098,Employee_98,Stocker,Seasonal,7,11,07:04,10:59,4,5,0,OK
2023-10-27,E055,Employee_55,Cashier,Part-time,13,18,13:03,17:57,5,6,0,OK
2023-10-27,E016,Employee_16,Cashier,Part-time,8,13,08:03,12:56,5,6,0,OK
2023-10-27,E007,Employee_7,Customer Assistant,Seasonal,12,16,12:05,15:59,4,5,0,OK
2023-10-27,E015,Employee_15,Security,Part-time,13,18,13:05,17:57,5,6,0,OK
2023-10-27,E070,Employee_70,Manager,Temporary,7,13,07:04,13:03,6,7,0,OK
2023-10-28,E092,Employee_92,Security,Seasonal,9,14,09:03,14:00,5,5,0,OK
2023-10-28,E076,Employee_76,Security,Full-time,13,21,13:03,21:04,8,8,0,OK
2023-10-28,E091,Employee_91,Customer Assistant,Seasonal,6,10,06:00,09:58,4,5,0,OK
2023-10-28,E021,Employee_21,Security,Temporary,8,15,07:57,14:59,7,7,0,OK
2023-10-28,E063,Employee_63,Stocker,Seasonal,12,17,11:59,17:04,5,5,0,OK
2023-10-28,E012,Employee_12,Cashier,Seasonal,12,17,11:55,17:01,5,5,0,OK
2023-10-28,E027,Employee_27,Security,Part-time,12,17,12:04,17:04,5,6,0,OK
2023-10-28,E078,Employee_78,Manager,Part-time,14,20,13:58,20:04,6,6,0,OK
2023-10-28,E047,Employee_47,Customer Assistant,Full-time,11,19,10:56,18:56,8,8,0,OK
2023-10-28,E097,Employee_97,Customer Assistant,Part-time,6,10,05:58,10:05,4,6,0,OK
2023-10-28,E025,Employee_25,Customer Assistant,Seasonal,6,11,05:57,11:03,5,5,0,OK
2023-10-28,E083,Employee_83,Customer Assistant,Part-time,6,11,06:04,10:57,5,6,0,OK
2023-10-28,E020,Employee_20,Customer Assistant,Part-time,12,16,11:58,15:55,4,6,0,OK
2023-10-28,E042,Employee_42,Cashier,Seasonal,6,10,06:05,10:04,4,5,0,OK
2023-10-28,E064,Employee_64,Cashier,Temporary,11,17,11:03,16:55,6,7,0,OK
2023-10-28,E096,Employee_96,Customer Assistant,Part-time,13,19,13:04,19:02,6,6,0,OK
2023-10-28,E007,Employee_7,Customer Assistant,Seasonal,11,16,10:58,16:04,5,5,0,OK
2023-10-28,E050,Employee_50,Stocker,Temporary,10,16,10:02,15:57,6,7,0,OK
2023-10-28,E067,Employee_67,Cashier,Full-time,8,16,08:03,15:58,8,8,0,OK
2023-10-28,E006,Employee_6,Customer Assistant,Seasonal,12,17,12:02,17:05,5,5,0,OK
2023-10-28,E090,Employee_90,Manager,Seasonal,14,18,14:04,18:03,4,5,0,OK
2023-10-28,E039,Employee_39,Manager,Temporary,14,21,14:05,20:57,7,7,0,OK
2023-10-28,E085,Employee_85,Manager,Seasonal,13,17,13:01,16:56,4,5,0,OK
2023-10-28,E065,Employee_65,Manager,Seasonal,7,12,07:04,11:59,5,5,0,OK
2023-10-28,E070,Employee_70,Manager,Temporary,8,14,08:03,13:58,6,7,0,OK
2023-10-28,E024,Employee_24,Security,Part-time,14,18,14:00,18:03,4,6,0,OK
2023-10-28,E032,Employee_32,Stocker,Full-time,13,21,12:55,20:59,8,8,0,OK
2023-10-28,E089,Employee_89,Security,Part-time,6,10,06:03,09:58,4,6,0,OK
2023-10-28,E005,Employee_5,Stocker,Part-time,11,16,11:01,16:00,5,6,0,OK
2023-10-28,E041,Employee_41,Security,Seasonal,13,17,12:56,17:01,4,5,0,OK
2023-10-29,E074,Employee_74,Security,Temporary,9,15,09:00,15:04,6,7,0,OK
2023-10-29,E075,Employee_75,Stocker,Full-time,8,16,08:02,16:03,8,8,0,OK
2023-10-29,E037,Employee_37,Cashier,Part-time,11,17,11:00,17:05,6,6,0,OK
2023-10-29,E009,Employee_9,Customer Assistant,Seasonal,9,14,09:00,13:58,5,5,0,OK
2023-10-29,E003,Employee_3,Customer Assistant,Seasonal,11,15,10:58,14:56,4,5,0,OK
2023-10-29,E100,Employee_100,Customer Assistant,Seasonal,7,11,07:04,10:59,4,5,0,OK
2023-10-29,E002,Employee_2,Customer Assistant,Part-time,12,18,12:01,17:57,6,6,0,OK
2023-10-29,E022,Employee_22,Cashier,Seasonal,11,15,10:58,15:02,4,5,0,OK
2023-10-29,E063,Employee_63,Stocker,Seasonal,12,17,11:58,16:56,5,5,0,OK
2023-10-29,E051,Employee_51,Manager,Temporary,7,13,06:59,12:59,6,7,0,OK
2023-10-29,E080,Employee_80,Cashier,Temporary,12,19,12:02,18:58,7,7,0,OK
2023-10-29,E084,Employee_84,Manager,Full-time,12,21,12:02,20:56,9,8,1,Overtime
2023-10-29,E055,Employee_55,Cashier,Part-time,13,18,13:02,18:02,5,6,0,OK
2023-10-29,E038,Employee_38,Security,Full-time,9,18,08:56,18:03,9,8,1,Overtime
2023-10-29,E072,Employee_72,Cashier,Seasonal,8,12,07:56,12:05,4,5,0,OK
2023-10-29,E081,Employee_81,Customer Assistant,Part-time,14,18,14:03,17:59,4,6,0,OK
2023-10-29,E015,Employee_15,Security,Part-time,14,18,13:58,18:01,4,6,0,OK
2023-10-29,E067,Employee_67,Cashier,Full-time,9,17,09:04,16:58,8,8,0,OK
2023-10-29,E052,Employee_52,Cashier,Seasonal,11,15,10:59,14:55,4,5,0,OK
2023-10-29,E061,Employee_61,Customer Assistant,Part-time,10,15,10:01,14:59,5,6,0,OK
2023-10-29,E058,Employee_58,Cashier,Part-time,6,10,06:03,09:56,4,6,0,OK
2023-10-29,E013,Employee_13,Customer Assistant,Part-time,9,14,08:55,14:01,5,6,0,OK
2023-10-29,E083,Employee_83,Customer Assistant,Part-time,13,19,12:56,19:01,6,6,0,OK
2023-10-29,E088,Employee_88,Manager,Full-time,9,18,08:59,17:58,9,8,1,Overtime
2023-10-29,E041,Employee_41,Security,Seasonal,7,11,06:59,11:01,4,5,0,OK
2023-10-29,E079,Employee_79,Cashier,Part-time,9,13,09:04,12:56,4,6,0,OK
2023-10-29,E096,Employee_96,Customer Assistant,Part-time,9,13,08:59,13:01,4,6,0,OK
2023-10-29,E025,Employee_25,Customer Assistant,Seasonal,10,15,09:57,14:56,5,5,0,OK
2023-10-29,E082,Employee_82,Manager,Seasonal,6,11,05:55,11:01,5,5,0,OK
2023-10-29,E029,Employee_29,Manager,Seasonal,7,12,07:01,12:03,5,5,0,OK
2023-10-30,E050,Employee_50,Stocker,Temporary,8,14,08:01,13:56,6,7,0,OK
2023-10-30,E017,Employee_17,Security,Seasonal,9,13,09:02,13:03,4,5,0,OK
2023-10-30,E023,Employee_23,Manager,Full-time,10,19,09:57,18:59,9,8,1,Overtime
2023-10-30,E036,Employee_36,Manager,Seasonal,9,13,08:57,13:04,4,5,0,OK
2023-10-30,E014,Employee_14,Security,Part-time,8,14,07:58,14:01,6,6,0,OK
2023-10-30,E051,Employee_51,Manager,Temporary,8,15,07:57,14:55,7,7,0,OK
2023-10-30,E094,Employee_94,Stocker,Full-time,13,22,13:03,22:02,9,8,1,Overtime
2023-10-30,E098,Employee_98,Stocker,Seasonal,10,15,10:01,15:04,5,5,0,OK
2023-10-30,E072,Employee_72,Cashier,Seasonal,14,18,13:59,18:04,4,5,0,OK
2023-10-30,E022,Employee_22,Cashier,Seasonal,8,12,08:02,11:57,4,5,0,OK
2023-10-30,E062,Employee_62,Cashier,Seasonal,8,13,07:57,13:04,5,5,0,OK
2023-10-30,E065,Employee_65,Manager,Seasonal,14,18,14:04,17:56,4,5,0,OK
2023-10-30,E035,Employee_35,Cashier,Temporary,10,16,09:55,15:59,6,7,0,OK
2023-10-30,E027,Employee_27,Security,Part-time,8,12,07:56,12:04,4,6,0,OK
2023-10-30,E083,Employee_83,Customer Assistant,Part-time,6,11,05:55,10:55,5,6,0,OK
2023-10-30,E046,Employee_46,Cashier,Temporary,11,17,11:00,16:56,6,7,0,OK
2023-10-30,E074,Employee_74,Security,Temporary,13,20,13:03,19:58,7,7,0,OK
2023-10-30,E088,Employee_88,Manager,Full-time,8,17,07:56,16:55,9,8,1,Overtime
2023-10-30,E082,Employee_82,Manager,Seasonal,14,18,13:58,18:00,4,5,0,OK
2023-10-30,E020,Employee_20,Customer Assistant,Part-time,10,15,10:05,15:01,5,6,0,OK
2023-10-30,E060,Employee_60,Customer Assistant,Seasonal,10,15,10:05,14:56,5,5,0,OK
2023-10-30,E057,Employee_57,Customer Assistant,Seasonal,13,18,13:00,18:01,5,5,0,OK
2023-10-30,E058,Employee_58,Cashier,Part-time,8,12,08:04,11:57,4,6,0,OK
2023-10-30,E005,Employee_5,Stocker,Part-time,10,14,10:05,14:01,4,6,0,OK
2023-10-30,E040,Employee_40,Manager,Temporary,6,12,06:00,12:03,6,7,0,OK
2023-10-30,E075,Employee_75,Stocker,Full-time,12,21,12:04,20:56,9,8,1,Overtime
2023-10-30,E080,Employee_80,Cashier,Temporary,9,15,09:03,15:02,6,7,0,OK
2023-10-30,E024,Employee_24,Security,Part-time,12,18,11:59,18:05,6,6,0,OK
2023-10-30,E097,Employee_97,Customer Assistant,Part-time,11,17,10:58,16:58,6,6,0,OK
2023-10-30,E039,Employee_39,Manager,Temporary,8,15,08:04,14:56,7,7,0,OK
2023-10-31,E076,Employee_76,Security,Full-time,14,23,14:02,22:58,9,8,1,Overtime
2023-10-31,E070,Employee_70,Manager,Temporary,11,17,10:59,17:00,6,7,0,OK
2023-10-31,E047,Employee_47,Customer Assistant,Full-time,14,23,13:55,22:59,9,8,1,Overtime
2023-10-31,E022,Employee_22,Cashier,Seasonal,12,16,11:59,16:02,4,5,0,OK
